NEWP_10,NEWP_5,NEWP_2,NEWP_8,Quantity_Sold,QSOLD10,QSOLD5,QSOLD2,Unit_Cost,VC_10,VC10SUM,VC_5,VC5SUM,VC_2,VC2SUM,,Sales_10_10,Rev_10_10,,Sales_10_5,Rev_10_5,,Sales_10_2,Rev_10_2,,CI_10_10,CI_10_5,CI_10_2,,SALES_5_10,REV_5_10,SALE_5_5,REV_5_5,SALE_5_2,REV_5_2,CI_5_10,CI_5_5,CI_5_2,SALE_2_10,REV_2_10,SALE_2_5,REV_2_5,SALE_2_2,REV_2_2,CI_2_10,CI_2_5,CI_2_2,SALE_8_10,REV_8_10,SALE_8_5,REV_8_5,SALE_8_2,REV_8_2,CI_8_10,CI_8_5,CI_8_2,Unit_Price,9%,SALE_9_10,REV_9_10,SALE_9_5,REV_9_5,SALE_9_2,REV_9_2,CI_9_10,CI_9_5,CI_9_2
1411.002,1489.391,1536.4244,1442.3576,23,20.7,21.85,22.54,1314,27199.8,,28710.9,,29617.56,,,29207.7414,,,30830.3937,,,31803.98508,,,,,,,30830.3937,,32543.19335,,33570.87314,,,,,31803.98508,,33570.87314,,34631.00598,,,,,29856.80232,,31515.51356,,32510.7403,,,,,1567.78,1426.6798,29532.27186,,31172.95363,,32157.36269,,,,
3864.321,4079.0055,4207.8162,3950.1948,25,22.5,23.75,24.5,4148.48,93340.8,,98526.4,,101637.76,,,86947.2225,,,91777.62375,,,94675.8645,,,,,,,91777.62375,,96876.38063,,99935.63475,,,,,94675.8645,,99935.63475,,103091.4969,,,,,88879.383,,93817.1265,,96779.7726,,,,,4293.69,3907.2579,87913.30275,,92797.37513,,95727.81855,,,,
2060.343,2174.8065,2243.4846,2106.1284,34,30.6,32.3,33.32,1921.07,58784.742,,62050.561,,64010.0524,,,63046.4958,,,66549.0789,,,68650.62876,,,,,,,66549.0789,,70246.24995,,72464.55258,,,,,68650.62876,,72464.55258,,74752.90687,,,,,64447.52904,,68027.94732,,70176.19829,,,,,2289.27,2083.2357,63747.01242,,67288.51311,,69413.41352,,,,
4458.951,4706.6705,4855.3022,4558.0388,26,23.4,24.7,25.48,4906.85,114820.29,,121199.195,,125026.538,,,104339.4534,,,110136.0897,,,113614.0715,,,,,,,110136.0897,,116254.7614,,119925.9643,,,,,113614.0715,,119925.9643,,123713.1001,,,,,106658.1079,,112583.5584,,116138.8286,,,,,4954.39,4508.4949,105498.7807,,111359.824,,114876.4501,,,,
2423.997,2558.6635,2639.4634,2477.8636,47,42.3,44.65,46.06,2357.95,99741.285,,105282.4675,,108607.177,,,102535.0731,,,108231.4661,,,111649.3018,,,,,,,108231.4661,,114244.3253,,117852.0408,,,,,111649.3018,,117852.0408,,121573.6842,,,,,104813.6303,,110636.6097,,114130.3974,,,,,2693.33,2450.9303,103674.3517,,109434.0379,,112889.8496,,,,
3686.832,3891.656,4014.5504,3768.7616,5,4.5,4.75,4.9,3970.08,17865.36,,18857.88,,19453.392,,,16590.744,,,17512.452,,,18065.4768,,,,,,,17512.452,,18485.366,,19069.1144,,,,,18065.4768,,19069.1144,,19671.29696,,,,,16959.4272,,17901.6176,,18466.93184,,,,,4096.48,3727.7968,16775.0856,,17707.0348,,18266.20432,,,,
2062.053,2176.6115,2245.3466,2107.8764,26,23.4,24.7,25.48,2041.42,47769.228,,50423.074,,52015.3816,,,48252.0402,,,50932.7091,,,52541.11044,,,,,,,50932.7091,,53762.30405,,55460.06102,,,,,52541.11044,,55460.06102,,57211.43137,,,,,49324.30776,,52064.54708,,53708.69067,,,,,2291.17,2084.9647,48788.17398,,51498.62809,,53124.90056,,,,
2073.33,2188.515,2257.626,2119.404,20,18,19,19.6,2153.52,38763.36,,40916.88,,42208.992,,,37319.94,,,39393.27,,,40637.268,,,,,,,39393.27,,41581.785,,42894.894,,,,,40637.268,,42894.894,,44249.4696,,,,,38149.272,,40268.676,,41540.3184,,,,,2303.7,2096.367,37734.606,,39830.973,,41088.7932,,,,
2078.487,2193.9585,2263.2414,2124.6756,6,5.4,5.7,5.88,1945.27,10504.458,,11088.039,,11438.1876,,,11223.8298,,,11847.3759,,,12221.50356,,,,,,,11847.3759,,12505.56345,,12900.47598,,,,,12221.50356,,12900.47598,,13307.85943,,,,,11473.24824,,12110.65092,,12493.09253,,,,,2309.43,2101.5813,11348.53902,,11979.01341,,12357.29804,,,,
3674.358,3878.489,4000.9676,3756.0104,6,5.4,5.7,5.88,3609.42,19490.868,,20573.694,,21223.3896,,,19841.5332,,,20943.8406,,,21605.22504,,,,,,,20943.8406,,22107.3873,,22805.51532,,,,,21605.22504,,22805.51532,,23525.68949,,,,,20282.45616,,21409.25928,,22085.34115,,,,,4082.62,3715.1842,20061.99468,,21176.54994,,21845.2831,,,,
2897.622,3058.601,3155.1884,2962.0136,18,16.2,17.1,17.64,2760.21,44715.402,,47199.591,,48690.1044,,,46941.4764,,,49549.3362,,,51114.05208,,,,,,,49549.3362,,52302.0771,,53953.72164,,,,,51114.05208,,53953.72164,,55657.52338,,,,,47984.62032,,50650.43256,,52249.9199,,,,,3219.58,2929.8178,47463.04836,,50099.88438,,51681.98599,,,,
4515.822,4766.701,4917.2284,4616.1736,4,3.6,3.8,3.92,4721.7,16998.12,,17942.46,,18509.064,,,16256.9592,,,17160.1236,,,17702.02224,,,,,,,17160.1236,,18113.4638,,18685.46792,,,,,17702.02224,,18685.46792,,19275.53533,,,,,16618.22496,,17541.45968,,18095.40051,,,,,5017.58,4565.9978,16437.59208,,17350.79164,,17898.71138,,,,
1375.731,1452.1605,1498.0182,1406.3028,17,15.3,16.15,16.66,1291.91,19766.223,,20864.3465,,21523.2206,,,21048.6843,,,22218.05565,,,22919.67846,,,,,,,22218.05565,,23452.39208,,24192.99393,,,,,22919.67846,,24192.99393,,24956.98321,,,,,21516.43284,,22711.79022,,23429.00465,,,,,1528.59,1391.0169,21282.55857,,22464.92294,,23174.34155,,,,
862.884,910.822,939.5848,882.0592,14,12.6,13.3,13.72,547.79,6902.154,,7285.607,,7515.6788,,,10872.3384,,,11476.3572,,,11838.76848,,,,,,,11476.3572,,12113.9326,,12496.47784,,,,,11838.76848,,12496.47784,,12891.10346,,,,,11113.94592,,11731.38736,,12101.85222,,,,,958.76,872.4716,10993.14216,,11603.87228,,11970.31035,,,,
2107.323,2224.3965,2294.6406,2154.1524,14,12.6,13.3,13.72,1996.64,25157.664,,26555.312,,27393.9008,,,26552.2698,,,28027.3959,,,28912.47156,,,,,,,28027.3959,,29584.47345,,30518.71998,,,,,28912.47156,,30518.71998,,31482.46903,,,,,27142.32024,,28650.22692,,29554.97093,,,,,2341.47,2130.7377,26847.29502,,28338.81141,,29233.72124,,,,
2882.412,3042.546,3138.6264,2946.4656,13,11.7,12.35,12.74,3102.73,36301.941,,38318.7155,,39528.7802,,,33724.2204,,,35597.7882,,,36721.92888,,,,,,,35597.7882,,37575.4431,,38762.03604,,,,,36721.92888,,38762.03604,,39986.10034,,,,,34473.64752,,36388.85016,,37537.97174,,,,,3202.68,2914.4388,34098.93396,,35993.31918,,37129.95031,,,,
4250.88,4487.04,4628.736,4345.344,7,6.3,6.65,6.86,4310.95,27158.985,,28667.8175,,29573.117,,,26780.544,,,28268.352,,,29161.0368,,,,,,,28268.352,,29838.816,,30781.0944,,,,,29161.0368,,30781.0944,,31753.12896,,,,,27375.6672,,28896.5376,,29809.05984,,,,,4723.2,4298.112,27078.1056,,28582.4448,,29485.04832,,,,
1785.438,1884.629,1944.1436,1825.1144,44,39.6,41.8,43.12,1763.67,69841.332,,73721.406,,76049.4504,,,70703.3448,,,74631.3084,,,76988.08656,,,,,,,74631.3084,,78777.4922,,81265.20248,,,,,76988.08656,,81265.20248,,83831.47203,,,,,72274.53024,,76289.78192,,78698.93293,,,,,1983.82,1805.2762,71488.93752,,75460.54516,,77843.50974,,,,
3049.956,3219.398,3321.0632,3117.7328,15,13.5,14.25,14.7,3286.24,44364.24,,46828.92,,48307.728,,,41174.406,,,43461.873,,,44834.3532,,,,,,,43461.873,,45876.4215,,47325.1506,,,,,44834.3532,,47325.1506,,48819.62904,,,,,42089.3928,,44427.6924,,45830.67216,,,,,3388.84,3083.8444,41631.8994,,43944.7827,,45332.51268,,,,
1738.404,1834.982,1892.9288,1777.0352,19,17.1,18.05,18.62,1783.48,30497.508,,32191.814,,33208.3976,,,29726.7084,,,31378.1922,,,32369.08248,,,,,,,31378.1922,,33121.4251,,34167.36484,,,,,32369.08248,,34167.36484,,35246.33426,,,,,30387.30192,,32075.48536,,33088.39542,,,,,1931.56,1757.7196,30057.00516,,31726.83878,,32728.73895,,,,
2921.697,3084.0135,3181.4034,2986.6236,43,38.7,40.85,42.14,3105.24,120172.788,,126849.054,,130854.8136,,,113069.6739,,,119351.3225,,,123120.3116,,,,,,,119351.3225,,125981.9515,,129960.3289,,,,,123120.3116,,129960.3289,,134064.3393,,,,,115582.3333,,122003.5741,,125856.3185,,,,,3246.33,2954.1603,114326.0036,,120677.4483,,124488.315,,,,
4224.789,4459.4995,4600.3258,4318.6732,47,42.3,44.65,46.06,4429.8,187380.54,,197790.57,,204036.588,,,178708.5747,,,188636.8289,,,194593.7813,,,,,,,188636.8289,,199116.6527,,205404.547,,,,,194593.7813,,205404.547,,211891.0063,,,,,182679.8764,,192828.7584,,198918.0876,,,,,4694.21,4271.7311,180694.2255,,190732.7936,,196755.9345,,,,
1188.054,1254.057,1293.6588,1214.4552,44,39.6,41.8,43.12,1195.22,47330.712,,49960.196,,51537.8864,,,47046.9384,,,49660.6572,,,51228.88848,,,,,,,49660.6572,,52419.5826,,54074.93784,,,,,51228.88848,,54074.93784,,55782.56746,,,,,48092.42592,,50764.22736,,52367.30822,,,,,1320.06,1201.2546,47569.68216,,50212.44228,,51798.09835,,,,
1909.395,2015.4725,2079.119,1951.826,35,31.5,33.25,34.3,2051,64606.5,,68195.75,,70349.3,,,60145.9425,,,63487.38375,,,65492.2485,,,,,,,63487.38375,,67014.46063,,69130.70675,,,,,65492.2485,,69130.70675,,71313.7817,,,,,61482.519,,64898.2145,,66947.6318,,,,,2121.55,1930.6105,60814.23075,,64192.79913,,66219.94015,,,,
4533.543,4785.4065,4936.5246,4634.2884,17,15.3,16.15,16.66,4966.66,75989.898,,80211.559,,82744.5556,,,69363.2079,,,73216.71945,,,75528.82638,,,,,,,73216.71945,,77284.31498,,79724.87229,,,,,75528.82638,,79724.87229,,82242.49984,,,,,70904.61252,,74843.75766,,77207.24474,,,,,5037.27,4583.9157,70133.91021,,74030.23855,,76368.03556,,,,
4180.653,4412.9115,4552.2666,4273.5564,35,31.5,33.25,34.3,4349.36,137004.84,,144616.22,,149183.048,,,131690.5695,,,139006.7123,,,143396.3979,,,,,,,139006.7123,,146729.3074,,151362.8645,,,,,143396.3979,,151362.8645,,156142.7444,,,,,134617.0266,,142095.7503,,146582.9845,,,,,4645.17,4227.1047,133153.7981,,140551.2313,,144989.6912,,,,
2893.5,3054.25,3150.7,2957.8,19,17.1,18.05,18.62,2844.97,48648.987,,51351.7085,,52973.3414,,,49478.85,,,52227.675,,,53876.97,,,,,,,52227.675,,55129.2125,,56870.135,,,,,53876.97,,56870.135,,58666.034,,,,,50578.38,,53388.29,,55074.236,,,,,3215,2925.65,50028.615,,52807.9825,,54475.603,,,,
2497.374,2636.117,2719.3628,2552.8712,20,18,19,19.6,2607.31,46931.58,,49538.89,,51103.276,,,44952.732,,,47450.106,,,48948.5304,,,,,,,47450.106,,50086.223,,51667.8932,,,,,48948.5304,,51667.8932,,53299.51088,,,,,45951.6816,,48504.5528,,50036.27552,,,,,2774.86,2525.1226,45452.2068,,47977.3294,,49492.40296,,,,
1337.175,1411.4625,1456.035,1366.89,36,32.4,34.2,35.28,1458.77,47264.148,,49889.934,,51465.4056,,,43324.47,,,45731.385,,,47175.534,,,,,,,45731.385,,48272.0175,,49796.397,,,,,47175.534,,49796.397,,51368.9148,,,,,44287.236,,46747.638,,48223.8792,,,,,1485.75,1352.0325,43805.853,,46239.5115,,47699.7066,,,,
2414.277,2548.4035,2628.8794,2467.9276,35,31.5,33.25,34.3,2610.19,82220.985,,86788.8175,,89529.517,,,76049.7255,,,80274.71025,,,82809.7011,,,,,,,80274.71025,,84734.41638,,87410.24005,,,,,82809.7011,,87410.24005,,90170.56342,,,,,77739.7194,,82058.5927,,84649.91668,,,,,2682.53,2441.1023,76894.72245,,81166.65148,,83729.80889,,,,
4236.03,4471.365,4612.566,4330.164,32,28.8,30.4,31.36,4248.5,122356.8,,129154.4,,133232.96,,,121997.664,,,128775.312,,,132841.9008,,,,,,,128775.312,,135929.496,,140222.0064,,,,,132841.9008,,140222.0064,,144650.0698,,,,,124708.7232,,131636.9856,,135793.943,,,,,4706.7,4283.097,123353.1936,,130206.1488,,134317.9219,,,,
3324.105,3508.7775,3619.581,3397.974,48,43.2,45.6,47.04,3441.61,148677.552,,156937.416,,161893.3344,,,143601.336,,,151579.188,,,156365.8992,,,,,,,151579.188,,160000.254,,165052.8936,,,,,156365.8992,,165052.8936,,170265.0902,,,,,146792.4768,,154947.6144,,159840.697,,,,,3693.45,3361.0395,145196.9064,,153263.4012,,158103.2981,,,,
1546.173,1632.0715,1683.6106,1580.5324,44,39.6,41.8,43.12,1485.72,58834.512,,62103.096,,64064.2464,,,61228.4508,,,64630.0314,,,66670.97976,,,,,,,64630.0314,,68220.5887,,70374.92308,,,,,66670.97976,,70374.92308,,72597.28907,,,,,62589.08304,,66066.25432,,68152.55709,,,,,1717.97,1563.3527,61908.76692,,65348.14286,,67411.76842,,,,
968.301,1022.0955,1054.3722,989.8188,40,36,38,39.2,1047.25,37701,,39795.5,,41052.2,,,34858.836,,,36795.438,,,37957.3992,,,,,,,36795.438,,38839.629,,40066.1436,,,,,37957.3992,,40066.1436,,41331.39024,,,,,35633.4768,,37613.1144,,38800.89696,,,,,1075.89,979.0599,35246.1564,,37204.2762,,38379.14808,,,,
1556.829,1643.3195,1695.2138,1591.4252,24,21.6,22.8,23.52,1362.78,29436.048,,31071.384,,32052.5856,,,33627.5064,,,35495.7012,,,36616.61808,,,,,,,35495.7012,,37467.6846,,38650.87464,,,,,36616.61808,,38650.87464,,39871.42858,,,,,34374.78432,,36284.49456,,37430.3207,,,,,1729.81,1574.1271,34001.14536,,35890.09788,,37023.46939,,,,
1043.154,1101.107,1135.8788,1066.3352,17,15.3,16.15,16.66,890.31,13621.743,,14378.5065,,14832.5646,,,15960.2562,,,16846.9371,,,17378.94564,,,,,,,16846.9371,,17782.87805,,18344.44262,,,,,17378.94564,,18344.44262,,18923.74081,,,,,16314.92856,,17221.31348,,17765.14443,,,,,1159.06,1054.7446,16137.59238,,17034.12529,,17572.04504,,,,
569.196,600.818,619.7912,581.8448,7,6.3,6.65,6.86,523.42,3297.546,,3480.743,,3590.6612,,,3585.9348,,,3785.1534,,,3904.68456,,,,,,,3785.1534,,3995.4397,,4121.61148,,,,,3904.68456,,4121.61148,,4251.767632,,,,,3665.62224,,3869.26792,,3991.455328,,,,,632.44,575.5204,3625.77852,,3827.21066,,3948.069944,,,,
1969.794,2079.227,2144.8868,2013.5672,43,38.7,40.85,42.14,2124.72,82226.664,,86794.812,,89535.7008,,,76231.0278,,,80466.0849,,,83007.11916,,,,,,,80466.0849,,84936.42295,,87618.62578,,,,,83007.11916,,87618.62578,,90385.52975,,,,,77925.05064,,82254.22012,,84851.72181,,,,,2188.66,1991.6806,77078.03922,,81360.15251,,83929.42048,,,,
727.821,768.2555,792.5162,743.9948,1,0.9,0.95,0.98,610.83,549.747,,580.2885,,598.6134,,,655.0389,,,691.42995,,,713.26458,,,,,,,691.42995,,729.842725,,752.89039,,,,,713.26458,,752.89039,,776.665876,,,,,669.59532,,706.79506,,729.114904,,,,,808.69,735.9079,662.31711,,699.112505,,721.189742,,,,
1189.062,1255.121,1294.7564,1215.4856,35,31.5,33.25,34.3,900.97,28380.555,,29957.2525,,30903.271,,,37455.453,,,39536.3115,,,40784.8266,,,,,,,39536.3115,,41732.77325,,43050.6503,,,,,40784.8266,,43050.6503,,44410.14452,,,,,38287.7964,,40414.8962,,41691.15608,,,,,1321.18,1202.2738,37871.6247,,39975.60385,,41237.99134,,,,
2873.925,3033.5875,3129.385,2937.79,32,28.8,30.4,31.36,2759.26,79466.688,,83881.504,,86530.3936,,,82769.04,,,87367.32,,,90126.288,,,,,,,87367.32,,92221.06,,95133.304,,,,,90126.288,,95133.304,,98137.5136,,,,,84608.352,,89308.816,,92129.0944,,,,,3193.25,2905.8575,83688.696,,88338.068,,91127.6912,,,,
1053.144,1111.652,1146.7568,1076.5472,36,32.4,34.2,35.28,864.77,28018.548,,29575.134,,30509.0856,,,34121.8656,,,36017.5248,,,37154.92032,,,,,,,36017.5248,,38018.4984,,39219.08256,,,,,37154.92032,,39219.08256,,40457.5799,,,,,34880.12928,,36817.91424,,37980.58522,,,,,1170.16,1064.8456,34500.99744,,36417.71952,,37567.75277,,,,
659.421,696.0555,718.0362,674.0748,13,11.7,12.35,12.74,366.2,4284.54,,4522.57,,4665.388,,,7715.2257,,,8143.84935,,,8401.02354,,,,,,,8143.84935,,8596.285425,,8867.74707,,,,,8401.02354,,8867.74707,,9147.781188,,,,,7886.67516,,8324.82378,,8587.712952,,,,,732.69,666.7479,7800.95043,,8234.336565,,8494.368246,,,,
1518.75,1603.125,1653.75,1552.5,6,5.4,5.7,5.88,1621.07,8753.778,,9240.099,,9531.8916,,,8201.25,,,8656.875,,,8930.25,,,,,,,8656.875,,9137.8125,,9426.375,,,,,8930.25,,9426.375,,9724.05,,,,,8383.5,,8849.25,,9128.7,,,,,1687.5,1535.625,8292.375,,8753.0625,,9029.475,,,,
1294.884,1366.822,1409.9848,1323.6592,14,12.6,13.3,13.72,1140.58,14371.308,,15169.714,,15648.7576,,,16315.5384,,,17221.9572,,,17765.80848,,,,,,,17221.9572,,18178.7326,,18752.79784,,,,,17765.80848,,18752.79784,,19344.99146,,,,,16678.10592,,17604.66736,,18160.60422,,,,,1438.76,1309.2716,16496.82216,,17413.31228,,17963.20635,,,,
2643.813,2790.6915,2878.8186,2702.5644,37,33.3,35.15,36.26,2600.76,86605.308,,91416.714,,94303.5576,,,88038.9729,,,92930.02695,,,95864.65938,,,,,,,92930.02695,,98092.80623,,101190.4738,,,,,95864.65938,,101190.4738,,104385.9624,,,,,89995.39452,,94995.13866,,97994.98514,,,,,2937.57,2673.1887,89017.18371,,93962.58281,,96929.82226,,,,
598.563,631.8165,651.7686,611.8644,48,43.2,45.6,47.04,556.72,24050.304,,25386.432,,26188.1088,,,25857.9216,,,27294.4728,,,28156.40352,,,,,,,27294.4728,,28810.8324,,29720.64816,,,,,28156.40352,,29720.64816,,30659.19494,,,,,26432.54208,,27901.01664,,28782.10138,,,,,665.07,605.2137,26145.23184,,27597.74472,,28469.25245,,,,
3791.295,4001.9225,4128.299,3875.546,15,13.5,14.25,14.7,3771.27,50912.145,,53740.5975,,55437.669,,,51182.4825,,,54025.95375,,,55732.0365,,,,,,,54025.95375,,57027.39563,,58828.26075,,,,,55732.0365,,58828.26075,,60685.9953,,,,,52319.871,,55226.5305,,56970.5262,,,,,4212.55,3833.4205,51751.17675,,54626.24213,,56351.28135,,,,
4177.269,4409.3395,4548.5818,4270.0972,47,42.3,44.65,46.06,4535.86,191866.878,,202526.149,,208921.7116,,,176698.4787,,,186515.0609,,,192405.0101,,,,,,,186515.0609,,196877.0087,,203094.1774,,,,,192405.0101,,203094.1774,,209507.6777,,,,,180625.1116,,190659.84,,196680.677,,,,,4641.41,4223.6831,178661.7951,,188587.4504,,194542.8436,,,,
3504.24,3698.92,3815.728,3582.112,4,3.6,3.8,3.92,3730,13428,,14174,,14621.6,,,12615.264,,,13316.112,,,13736.6208,,,,,,,13316.112,,14055.896,,14499.7664,,,,,13736.6208,,14499.7664,,14957.65376,,,,,12895.6032,,13612.0256,,14041.87904,,,,,3893.6,3543.176,12755.4336,,13464.0688,,13889.24992,,,,
2701.404,2851.482,2941.5288,2761.4352,40,36,38,39.2,2687.49,96749.64,,102124.62,,105349.608,,,97250.544,,,102653.352,,,105895.0368,,,,,,,102653.352,,108356.316,,111778.0944,,,,,105895.0368,,111778.0944,,115307.929,,,,,99411.6672,,104934.5376,,108248.2598,,,,,3001.56,2731.4196,98331.1056,,103793.9448,,107071.6483,,,,
4169.79,4401.445,4540.438,4262.452,16,14.4,15.2,15.68,4310.31,62068.464,,65516.712,,67585.6608,,,60044.976,,,63380.808,,,65382.3072,,,,,,,63380.808,,66901.964,,69014.6576,,,,,65382.3072,,69014.6576,,71194.06784,,,,,61379.3088,,64789.2704,,66835.24736,,,,,4633.1,4216.121,60712.1424,,64085.0392,,66108.77728,,,,
3458.295,3650.4225,3765.699,3535.146,28,25.2,26.6,27.44,3489.85,87944.22,,92830.01,,95761.484,,,87149.034,,,91990.647,,,94895.6148,,,,,,,91990.647,,97101.2385,,100167.5934,,,,,94895.6148,,100167.5934,,103330.7806,,,,,89085.6792,,94034.8836,,97004.40624,,,,,3842.55,3496.7205,88117.3566,,93012.7653,,95950.01052,,,,
150.408,158.764,163.7776,153.7504,16,14.4,15.2,15.68,102.23,1472.112,,1553.896,,1602.9664,,,2165.8752,,,2286.2016,,,2358.39744,,,,,,,2286.2016,,2413.2128,,2489.41952,,,,,2358.39744,,2489.41952,,2568.032768,,,,,2214.00576,,2337.00608,,2410.806272,,,,,167.12,152.0792,2189.94048,,2311.60384,,2384.601856,,,,
2184.291,2305.6405,2378.4502,2232.8308,4,3.6,3.8,3.92,2000.75,7202.7,,7602.85,,7842.94,,,7863.4476,,,8300.3058,,,8562.42072,,,,,,,8300.3058,,8761.4339,,9038.11076,,,,,8562.42072,,9038.11076,,9323.524784,,,,,8038.19088,,8484.75704,,8752.696736,,,,,2426.99,2208.5609,7950.81924,,8392.53142,,8657.558728,,,,
4079.979,4306.6445,4442.6438,4170.6452,45,40.5,42.75,44.1,4262.21,172619.505,,182209.4775,,187963.461,,,165239.1495,,,174419.1023,,,179927.0739,,,,,,,174419.1023,,184109.0524,,189923.0225,,,,,179927.0739,,189923.0225,,195920.5916,,,,,168911.1306,,178295.0823,,183925.4533,,,,,4533.31,4125.3121,167075.1401,,176357.0923,,181926.2636,,,,
1802.655,1902.8025,1962.891,1842.714,26,23.4,24.7,25.48,1762,41230.8,,43521.4,,44895.76,,,42182.127,,,44525.5785,,,45931.6494,,,,,,,44525.5785,,46999.22175,,48483.4077,,,,,45931.6494,,48483.4077,,50014.46268,,,,,43119.5076,,45515.0358,,46952.35272,,,,,2002.95,1822.6845,42650.8173,,45020.30715,,46442.00106,,,,
643.554,679.307,700.7588,657.8552,28,25.2,26.6,27.44,224.32,5652.864,,5966.912,,6155.3408,,,16217.5608,,,17118.5364,,,17659.12176,,,,,,,17118.5364,,18069.5662,,18640.18408,,,,,17659.12176,,18640.18408,,19228.82147,,,,,16577.95104,,17498.94832,,18051.54669,,,,,715.06,650.7046,16397.75592,,17308.74236,,17855.33422,,,,
3704.742,3910.561,4034.0524,3787.0696,32,28.8,30.4,31.36,3743.59,107815.392,,113805.136,,117398.9824,,,106696.5696,,,112624.1568,,,116180.7091,,,,,,,112624.1568,,118881.0544,,122635.193,,,,,116180.7091,,122635.193,,126507.8833,,,,,109067.6045,,115126.9158,,118762.5027,,,,,4116.38,3745.9058,107882.087,,113875.5363,,117471.6059,,,,
3679.119,3883.5145,4006.1518,3760.8772,45,40.5,42.75,44.1,4020.09,162813.645,,171858.8475,,177285.969,,,149004.3195,,,157282.3373,,,162249.1479,,,,,,,157282.3373,,166020.2449,,171262.9895,,,,,162249.1479,,171262.9895,,176671.2944,,,,,152315.5266,,160777.5003,,165854.6845,,,,,4087.91,3719.9981,150659.9231,,159029.9188,,164051.9162,,,,
1103.076,1164.358,1201.1272,1127.5888,2,1.8,1.9,1.96,844.94,1520.892,,1605.386,,1656.0824,,,1985.5368,,,2095.8444,,,2162.02896,,,,,,,2095.8444,,2212.2802,,2282.14168,,,,,2162.02896,,2282.14168,,2354.209312,,,,,2029.65984,,2142.41872,,2210.074048,,,,,1225.64,1115.3324,2007.59832,,2119.13156,,2186.051504,,,,
2489.859,2628.1845,2711.1798,2545.1892,31,27.9,29.45,30.38,2709.84,75604.536,,79804.788,,82324.9392,,,69467.0661,,,73326.34755,,,75641.91642,,,,,,,73326.34755,,77400.03353,,79844.24511,,,,,75641.91642,,79844.24511,,82365.64232,,,,,71010.77868,,74955.82194,,77322.8479,,,,,2766.51,2517.5241,70238.92239,,74141.08475,,76482.38216,,,,
921.276,972.458,1003.1672,941.7488,3,2.7,2.85,2.94,1000.18,2700.486,,2850.513,,2940.5292,,,2487.4452,,,2625.6366,,,2708.55144,,,,,,,2625.6366,,2771.5053,,2859.02652,,,,,2708.55144,,2859.02652,,2949.311568,,,,,2542.72176,,2683.98408,,2768.741472,,,,,1023.64,931.5124,2515.08348,,2654.81034,,2738.646456,,,,
3436.191,3627.0905,3741.6302,3512.5508,8,7.2,7.6,7.84,3610.21,25993.512,,27437.596,,28304.0464,,,24740.5752,,,26115.0516,,,26939.73744,,,,,,,26115.0516,,27565.8878,,28436.38952,,,,,26939.73744,,28436.38952,,29334.38077,,,,,25290.36576,,26695.38608,,27538.39827,,,,,3817.99,3474.3709,25015.47048,,26405.21884,,27239.06786,,,,
1701.918,1796.469,1853.1996,1739.7384,24,21.6,22.8,23.52,1394.17,30114.072,,31787.076,,32790.8784,,,36761.4288,,,38803.7304,,,40029.11136,,,,,,,38803.7304,,40959.4932,,42252.95088,,,,,40029.11136,,42252.95088,,43587.25459,,,,,37578.34944,,39666.03552,,40918.64717,,,,,1891.02,1720.8282,37169.88912,,39234.88296,,40473.87926,,,,
1539.855,1625.4025,1676.731,1574.074,15,13.5,14.25,14.7,1615.26,21806.01,,23017.455,,23744.322,,,20788.0425,,,21942.93375,,,22635.8685,,,,,,,21942.93375,,23161.98563,,23893.41675,,,,,22635.8685,,23893.41675,,24647.9457,,,,,21249.999,,22430.5545,,23138.8878,,,,,1710.95,1556.9645,21019.02075,,22186.74413,,22887.37815,,,,
4114.989,4343.5995,4480.7658,4206.4332,43,38.7,40.85,42.14,4232.61,163802.007,,172902.1185,,178362.1854,,,159250.0743,,,168097.3007,,,173405.6365,,,,,,,168097.3007,,177436.0396,,183039.2829,,,,,173405.6365,,183039.2829,,188819.4708,,,,,162788.9648,,171832.7962,,177259.095,,,,,4572.21,4160.7111,161019.5196,,169965.0484,,175332.3658,,,,
2252.484,2377.622,2452.7048,2302.5392,31,27.9,29.45,30.38,2407.8,67177.62,,70909.71,,73148.964,,,62844.3036,,,66335.6538,,,68430.46392,,,,,,,66335.6538,,70020.9679,,72232.15636,,,,,68430.46392,,72232.15636,,74513.17182,,,,,64240.84368,,67809.77944,,69951.1409,,,,,2502.76,2277.5116,63542.57364,,67072.71662,,69190.80241,,,,
3357.387,3543.9085,3655.8214,3431.9956,9,8.1,8.55,8.82,3365.28,27258.768,,28773.144,,29681.7696,,,27194.8347,,,28705.65885,,,29612.15334,,,,,,,28705.65885,,30300.41768,,31257.27297,,,,,29612.15334,,31257.27297,,32244.34475,,,,,27799.16436,,29343.56238,,30270.20119,,,,,3730.43,3394.6913,27496.99953,,29024.61062,,29941.17727,,,,
2069.433,2184.4015,2253.3826,2115.4204,39,35.1,37.05,38.22,2041.75,71665.425,,75646.8375,,78035.685,,,72637.0983,,,76672.49265,,,79093.72926,,,,,,,76672.49265,,80932.07558,,83487.82533,,,,,79093.72926,,83487.82533,,86124.28297,,,,,74251.25604,,78376.32582,,80851.36769,,,,,2299.37,2092.4267,73444.17717,,77524.40924,,79972.54847,,,,
