Pirces_New_Start_10,,prices_New_Strat_5,,Prices_New_Strat_2,,Quantity_Sold,,Quantity_Sold_Dec10,,,Quantity_Sold_Dec5,,,Quantity_Sold_Dec2,,,Sales_10_10,Rev_10_10,,Sales_10_5,Rev_10_5,,Sales_10_2,Rev_10_2,,Prices_New_Strat_8
1144.791,,1208.3905,,1246.5502,,3,,2.7,,,2.85,,,2.94,,,3090.9357,,,3262.65435,,,3365.68554,,,1170.2308
2907.972,,3069.526,,3166.4584,,40,,36,,,38,,,39.2,,,104686.992,,,110502.936,,,113992.5024,,,2972.5936
2749.311,,2902.0505,,2993.6942,,10,,9,,,9.5,,,9.8,,,24743.799,,,26118.4545,,,26943.2478,,,2810.4068
1244.187,,1313.3085,,1354.7814,,25,,22.5,,,23.75,,,24.5,,,27994.2075,,,29549.44125,,,30482.5815,,,1271.8356
3883.968,,4099.744,,4229.2096,,49,,44.1,,,46.55,,,48.02,,,171282.9888,,,180798.7104,,,186508.1434,,,3970.2784
712.989,,752.5995,,776.3658,,8,,7.2,,,7.6,,,7.84,,,5133.5208,,,5418.7164,,,5589.83376,,,728.8332
1976.67,,2086.485,,2152.374,,11,,9.9,,,10.45,,,10.78,,,19569.033,,,20656.2015,,,21308.5026,,,2020.596
3343.068,,3528.794,,3640.2296,,5,,4.5,,,4.75,,,4.9,,,15043.806,,,15879.573,,,16381.0332,,,3417.3584
1392.615,,1469.9825,,1516.403,,45,,40.5,,,42.75,,,44.1,,,56400.9075,,,59534.29125,,,61414.3215,,,1423.562
3755.115,,3963.7325,,4088.903,,37,,33.3,,,35.15,,,36.26,,,125045.3295,,,131992.2923,,,136160.4699,,,3838.562
3402.792,,3591.836,,3705.2624,,45,,40.5,,,42.75,,,44.1,,,137813.076,,,145469.358,,,150063.1272,,,3478.4096
3843.531,,4057.0605,,4185.1782,,38,,34.2,,,36.1,,,37.24,,,131448.7602,,,138751.4691,,,143133.0944,,,3928.9428
996.705,,1052.0775,,1085.301,,29,,26.1,,,27.55,,,28.42,,,26014.0005,,,27459.22275,,,28326.3561,,,1018.854
771.219,,814.0645,,839.7718,,5,,4.5,,,4.75,,,4.9,,,3470.4855,,,3663.29025,,,3778.9731,,,788.3572
1654.389,,1746.2995,,1801.4458,,9,,8.1,,,8.55,,,8.82,,,13400.5509,,,14145.02595,,,14591.71098,,,1691.1532
2744.136,,2896.588,,2988.0592,,48,,43.2,,,45.6,,,47.04,,,118546.6752,,,125132.6016,,,129084.1574,,,2805.1168
3616.119,,3817.0145,,3937.5518,,2,,1.8,,,1.9,,,1.96,,,6509.0142,,,6870.6261,,,7087.59324,,,3696.4772
4075.893,,4302.3315,,4438.1946,,1,,0.9,,,0.95,,,0.98,,,3668.3037,,,3872.09835,,,3994.37514,,,4166.4684
3551.238,,3748.529,,3866.9036,,40,,36,,,38,,,39.2,,,127844.568,,,134947.044,,,139208.5296,,,3630.1544
4305.852,,4545.066,,4688.5944,,30,,27,,,28.5,,,29.4,,,116258.004,,,122716.782,,,126592.0488,,,4401.5376
3476.034,,3669.147,,3785.0148,,11,,9.9,,,10.45,,,10.78,,,34412.7366,,,36324.5553,,,37471.64652,,,3553.2792
1418.706,,1497.523,,1544.8132,,28,,25.2,,,26.6,,,27.44,,,35751.3912,,,37737.5796,,,38929.29264,,,1450.2328
1659.663,,1751.8665,,1807.1886,,44,,39.6,,,41.8,,,43.12,,,65722.6548,,,69373.9134,,,71564.66856,,,1696.5444
3560.175,,3757.9625,,3876.635,,12,,10.8,,,11.4,,,11.76,,,38449.89,,,40585.995,,,41867.658,,,3639.29
1250.415,,1319.8825,,1361.563,,39,,35.1,,,37.05,,,38.22,,,43889.5665,,,46327.87575,,,47790.8613,,,1278.202
501.921,,529.8055,,546.5362,,26,,23.4,,,24.7,,,25.48,,,11744.9514,,,12397.4487,,,12788.94708,,,513.0748
2622.402,,2768.091,,2855.5044,,13,,11.7,,,12.35,,,12.74,,,30682.1034,,,32386.6647,,,33409.40148,,,2680.6776
3759.354,,3968.207,,4093.5188,,8,,7.2,,,7.6,,,7.84,,,27067.3488,,,28571.0904,,,29473.33536,,,3842.8952
512.667,,541.1485,,558.2374,,28,,25.2,,,26.6,,,27.44,,,12919.2084,,,13636.9422,,,14067.58248,,,524.0596
3853.611,,4067.7005,,4196.1542,,30,,27,,,28.5,,,29.4,,,104047.497,,,109827.9135,,,113296.1634,,,3939.2468
4093.281,,4320.6855,,4457.1282,,9,,8.1,,,8.55,,,8.82,,,33155.5761,,,34997.55255,,,36102.73842,,,4184.2428
2600.703,,2745.1865,,2831.8766,,39,,35.1,,,37.05,,,38.22,,,91284.6753,,,96356.04615,,,99398.86866,,,2658.4964
616.59,,650.845,,671.398,,31,,27.9,,,29.45,,,30.38,,,17202.861,,,18158.5755,,,18732.0042,,,630.292
874.413,,922.9915,,952.1386,,21,,18.9,,,19.95,,,20.58,,,16526.4057,,,17444.53935,,,17995.41954,,,893.8444
3326.49,,3511.295,,3622.178,,47,,42.3,,,44.65,,,46.06,,,140710.527,,,148527.7785,,,153218.1294,,,3400.412
3366.117,,3553.1235,,3665.3274,,34,,30.6,,,32.3,,,33.32,,,103003.1802,,,108725.5791,,,112159.0184,,,3440.9196
4392.72,,4636.76,,4783.184,,31,,27.9,,,29.45,,,30.38,,,122556.888,,,129365.604,,,133450.8336,,,4490.336
3003.66,,3170.53,,3270.652,,25,,22.5,,,23.75,,,24.5,,,67582.35,,,71336.925,,,73589.67,,,3070.408
776.727,,819.8785,,845.7694,,12,,10.8,,,11.4,,,11.76,,,8388.6516,,,8854.6878,,,9134.30952,,,793.9876
779.184,,822.472,,848.4448,,1,,0.9,,,0.95,,,0.98,,,701.2656,,,740.2248,,,763.60032,,,796.4992
3286.278,,3468.849,,3578.3916,,22,,19.8,,,20.9,,,21.56,,,65068.3044,,,68683.2102,,,70852.15368,,,3359.3064
1000.269,,1055.8395,,1089.1818,,40,,36,,,38,,,39.2,,,36009.684,,,38010.222,,,39210.5448,,,1022.4972
1715.976,,1811.308,,1868.5072,,37,,33.3,,,35.15,,,36.26,,,57142.0008,,,60316.5564,,,62221.28976,,,1754.1088
2276.118,,2402.569,,2478.4396,,47,,42.3,,,44.65,,,46.06,,,96279.7914,,,101628.6687,,,104837.9951,,,2326.6984
364.221,,384.4555,,396.5962,,1,,0.9,,,0.95,,,0.98,,,327.7989,,,346.00995,,,356.93658,,,372.3148
1538.739,,1624.2245,,1675.5158,,1,,0.9,,,0.95,,,0.98,,,1384.8651,,,1461.80205,,,1507.96422,,,1572.9332
2127.51,,2245.705,,2316.622,,42,,37.8,,,39.9,,,41.16,,,80419.878,,,84887.649,,,87568.3116,,,2174.788
1334.592,,1408.736,,1453.2224,,42,,37.8,,,39.9,,,41.16,,,50447.5776,,,53250.2208,,,54931.80672,,,1364.2496
746.055,,787.5025,,812.371,,21,,18.9,,,19.95,,,20.58,,,14100.4395,,,14883.79725,,,15353.8119,,,762.634
3506.571,,3701.3805,,3818.2662,,15,,13.5,,,14.25,,,14.7,,,47338.7085,,,49968.63675,,,51546.5937,,,3584.4948
3835.989,,4049.0995,,4176.9658,,17,,15.3,,,16.15,,,16.66,,,58690.6317,,,61951.22235,,,63907.57674,,,3921.2332
1359.27,,1434.785,,1480.094,,22,,19.8,,,20.9,,,21.56,,,26913.546,,,28408.743,,,29305.8612,,,1389.476
3737.448,,3945.084,,4069.6656,,38,,34.2,,,36.1,,,37.24,,,127820.7216,,,134921.8728,,,139182.5635,,,3820.5024
2029.356,,2142.098,,2209.7432,,35,,31.5,,,33.25,,,34.3,,,63924.714,,,67476.087,,,69606.9108,,,2074.4528
2662.695,,2810.6225,,2899.379,,45,,40.5,,,42.75,,,44.1,,,107839.1475,,,113830.2113,,,117424.8495,,,2721.866
4017.852,,4241.066,,4374.9944,,16,,14.4,,,15.2,,,15.68,,,57857.0688,,,61071.3504,,,62999.91936,,,4107.1376
3750.255,,3958.6025,,4083.611,,8,,7.2,,,7.6,,,7.84,,,27001.836,,,28501.938,,,29401.9992,,,3833.594
3790.125,,4000.6875,,4127.025,,47,,42.3,,,44.65,,,46.06,,,160322.2875,,,169229.0813,,,174573.1575,,,3874.35
688.086,,726.313,,749.2492,,17,,15.3,,,16.15,,,16.66,,,10527.7158,,,11112.5889,,,11463.51276,,,703.3768
608.994,,642.827,,663.1268,,17,,15.3,,,16.15,,,16.66,,,9317.6082,,,9835.2531,,,10145.84004,,,622.5272
4293.378,,4531.899,,4675.0116,,26,,23.4,,,24.7,,,25.48,,,100465.0452,,,106046.4366,,,109395.2714,,,4388.7864
2193.93,,2315.815,,2388.946,,13,,11.7,,,12.35,,,12.74,,,25668.981,,,27095.0355,,,27950.6682,,,2242.684
1656.693,,1748.7315,,1803.9546,,17,,15.3,,,16.15,,,16.66,,,25347.4029,,,26755.59195,,,27600.50538,,,1693.5084
3687.264,,3892.112,,4015.0208,,38,,34.2,,,36.1,,,37.24,,,126104.4288,,,133110.2304,,,137313.7114,,,3769.2032
4180.815,,4413.0825,,4552.443,,17,,15.3,,,16.15,,,16.66,,,63966.4695,,,67520.16225,,,69652.3779,,,4273.722
4163.004,,4394.282,,4533.0488,,48,,43.2,,,45.6,,,47.04,,,179841.7728,,,189832.9824,,,195827.7082,,,4255.5152
1694.511,,1788.6505,,1845.1342,,14,,12.6,,,13.3,,,13.72,,,21350.8386,,,22536.9963,,,23248.69092,,,1732.1668
4096.44,,4324.02,,4460.568,,45,,40.5,,,42.75,,,44.1,,,165905.82,,,175122.81,,,180653.004,,,4187.472
667.8,,704.9,,727.16,,6,,5.4,,,5.7,,,5.88,,,3606.12,,,3806.46,,,3926.664,,,682.64
616.203,,650.4365,,670.9766,,35,,31.5,,,33.25,,,34.3,,,19410.3945,,,20488.74975,,,21135.7629,,,629.8964
2878.641,,3038.5655,,3134.5202,,46,,41.4,,,43.7,,,45.08,,,119175.7374,,,125796.6117,,,129769.1363,,,2942.6108
678.429,,716.1195,,738.7338,,14,,12.6,,,13.3,,,13.72,,,8548.2054,,,9023.1057,,,9308.04588,,,693.5052
1575.342,,1662.861,,1715.3724,,47,,42.3,,,44.65,,,46.06,,,66636.9666,,,70339.0203,,,72560.25252,,,1610.3496
3248.406,,3428.873,,3537.1532,,8,,7.2,,,7.6,,,7.84,,,23388.5232,,,24687.8856,,,25467.50304,,,3320.5928
1649.34,,1740.97,,1795.948,,15,,13.5,,,14.25,,,14.7,,,22266.09,,,23503.095,,,24245.298,,,1685.992
1158.228,,1222.574,,1261.1816,,27,,24.3,,,25.65,,,26.46,,,28144.9404,,,29708.5482,,,30646.71288,,,1183.9664
1694.313,,1788.4415,,1844.9186,,13,,11.7,,,12.35,,,12.74,,,19823.4621,,,20924.76555,,,21585.54762,,,1731.9644
2220.552,,2343.916,,2417.9344,,49,,44.1,,,46.55,,,48.02,,,97926.3432,,,103366.6956,,,106630.907,,,2269.8976
2208.015,,2330.6825,,2404.283,,31,,27.9,,,29.45,,,30.38,,,61603.6185,,,65026.04175,,,67079.4957,,,2257.082
3673.899,,3878.0045,,4000.4678,,35,,31.5,,,33.25,,,34.3,,,115727.8185,,,122157.1418,,,126014.7357,,,3755.5412
3692.448,,3897.584,,4020.6656,,6,,5.4,,,5.7,,,5.88,,,19939.2192,,,21046.9536,,,21711.59424,,,3774.5024
2234.106,,2358.223,,2432.6932,,5,,4.5,,,4.75,,,4.9,,,10053.477,,,10612.0035,,,10947.1194,,,2283.7528
3944.088,,4163.204,,4294.6736,,22,,19.8,,,20.9,,,21.56,,,78092.9424,,,82431.4392,,,85034.53728,,,4031.7344
644.256,,680.048,,701.5232,,49,,44.1,,,46.55,,,48.02,,,28411.6896,,,29990.1168,,,30937.17312,,,658.5728
1411.002,,1489.391,,1536.4244,,23,,20.7,,,21.85,,,22.54,,,29207.7414,,,30830.3937,,,31803.98508,,,1442.3576
3864.321,,4079.0055,,4207.8162,,25,,22.5,,,23.75,,,24.5,,,86947.2225,,,91777.62375,,,94675.8645,,,3950.1948
2060.343,,2174.8065,,2243.4846,,34,,30.6,,,32.3,,,33.32,,,63046.4958,,,66549.0789,,,68650.62876,,,2106.1284
4458.951,,4706.6705,,4855.3022,,26,,23.4,,,24.7,,,25.48,,,104339.4534,,,110136.0897,,,113614.0715,,,4558.0388
2423.997,,2558.6635,,2639.4634,,47,,42.3,,,44.65,,,46.06,,,102535.0731,,,108231.4661,,,111649.3018,,,2477.8636
3686.832,,3891.656,,4014.5504,,5,,4.5,,,4.75,,,4.9,,,16590.744,,,17512.452,,,18065.4768,,,3768.7616
2062.053,,2176.6115,,2245.3466,,26,,23.4,,,24.7,,,25.48,,,48252.0402,,,50932.7091,,,52541.11044,,,2107.8764
2073.33,,2188.515,,2257.626,,20,,18,,,19,,,19.6,,,37319.94,,,39393.27,,,40637.268,,,2119.404
2078.487,,2193.9585,,2263.2414,,6,,5.4,,,5.7,,,5.88,,,11223.8298,,,11847.3759,,,12221.50356,,,2124.6756
3674.358,,3878.489,,4000.9676,,6,,5.4,,,5.7,,,5.88,,,19841.5332,,,20943.8406,,,21605.22504,,,3756.0104
2897.622,,3058.601,,3155.1884,,18,,16.2,,,17.1,,,17.64,,,46941.4764,,,49549.3362,,,51114.05208,,,2962.0136
4515.822,,4766.701,,4917.2284,,4,,3.6,,,3.8,,,3.92,,,16256.9592,,,17160.1236,,,17702.02224,,,4616.1736
1375.731,,1452.1605,,1498.0182,,17,,15.3,,,16.15,,,16.66,,,21048.6843,,,22218.05565,,,22919.67846,,,1406.3028
862.884,,910.822,,939.5848,,14,,12.6,,,13.3,,,13.72,,,10872.3384,,,11476.3572,,,11838.76848,,,882.0592
2107.323,,2224.3965,,2294.6406,,14,,12.6,,,13.3,,,13.72,,,26552.2698,,,28027.3959,,,28912.47156,,,2154.1524
2882.412,,3042.546,,3138.6264,,13,,11.7,,,12.35,,,12.74,,,33724.2204,,,35597.7882,,,36721.92888,,,2946.4656
4250.88,,4487.04,,4628.736,,7,,6.3,,,6.65,,,6.86,,,26780.544,,,28268.352,,,29161.0368,,,4345.344
1785.438,,1884.629,,1944.1436,,44,,39.6,,,41.8,,,43.12,,,70703.3448,,,74631.3084,,,76988.08656,,,1825.1144
3049.956,,3219.398,,3321.0632,,15,,13.5,,,14.25,,,14.7,,,41174.406,,,43461.873,,,44834.3532,,,3117.7328
1738.404,,1834.982,,1892.9288,,19,,17.1,,,18.05,,,18.62,,,29726.7084,,,31378.1922,,,32369.08248,,,1777.0352
2921.697,,3084.0135,,3181.4034,,43,,38.7,,,40.85,,,42.14,,,113069.6739,,,119351.3225,,,123120.3116,,,2986.6236
4224.789,,4459.4995,,4600.3258,,47,,42.3,,,44.65,,,46.06,,,178708.5747,,,188636.8289,,,194593.7813,,,4318.6732
1188.054,,1254.057,,1293.6588,,44,,39.6,,,41.8,,,43.12,,,47046.9384,,,49660.6572,,,51228.88848,,,1214.4552
1909.395,,2015.4725,,2079.119,,35,,31.5,,,33.25,,,34.3,,,60145.9425,,,63487.38375,,,65492.2485,,,1951.826
4533.543,,4785.4065,,4936.5246,,17,,15.3,,,16.15,,,16.66,,,69363.2079,,,73216.71945,,,75528.82638,,,4634.2884
4180.653,,4412.9115,,4552.2666,,35,,31.5,,,33.25,,,34.3,,,131690.5695,,,139006.7123,,,143396.3979,,,4273.5564
2893.5,,3054.25,,3150.7,,19,,17.1,,,18.05,,,18.62,,,49478.85,,,52227.675,,,53876.97,,,2957.8
2497.374,,2636.117,,2719.3628,,20,,18,,,19,,,19.6,,,44952.732,,,47450.106,,,48948.5304,,,2552.8712
1337.175,,1411.4625,,1456.035,,36,,32.4,,,34.2,,,35.28,,,43324.47,,,45731.385,,,47175.534,,,1366.89
2414.277,,2548.4035,,2628.8794,,35,,31.5,,,33.25,,,34.3,,,76049.7255,,,80274.71025,,,82809.7011,,,2467.9276
4236.03,,4471.365,,4612.566,,32,,28.8,,,30.4,,,31.36,,,121997.664,,,128775.312,,,132841.9008,,,4330.164
3324.105,,3508.7775,,3619.581,,48,,43.2,,,45.6,,,47.04,,,143601.336,,,151579.188,,,156365.8992,,,3397.974
1546.173,,1632.0715,,1683.6106,,44,,39.6,,,41.8,,,43.12,,,61228.4508,,,64630.0314,,,66670.97976,,,1580.5324
968.301,,1022.0955,,1054.3722,,40,,36,,,38,,,39.2,,,34858.836,,,36795.438,,,37957.3992,,,989.8188
1556.829,,1643.3195,,1695.2138,,24,,21.6,,,22.8,,,23.52,,,33627.5064,,,35495.7012,,,36616.61808,,,1591.4252
1043.154,,1101.107,,1135.8788,,17,,15.3,,,16.15,,,16.66,,,15960.2562,,,16846.9371,,,17378.94564,,,1066.3352
569.196,,600.818,,619.7912,,7,,6.3,,,6.65,,,6.86,,,3585.9348,,,3785.1534,,,3904.68456,,,581.8448
1969.794,,2079.227,,2144.8868,,43,,38.7,,,40.85,,,42.14,,,76231.0278,,,80466.0849,,,83007.11916,,,2013.5672
727.821,,768.2555,,792.5162,,1,,0.9,,,0.95,,,0.98,,,655.0389,,,691.42995,,,713.26458,,,743.9948
1189.062,,1255.121,,1294.7564,,35,,31.5,,,33.25,,,34.3,,,37455.453,,,39536.3115,,,40784.8266,,,1215.4856
2873.925,,3033.5875,,3129.385,,32,,28.8,,,30.4,,,31.36,,,82769.04,,,87367.32,,,90126.288,,,2937.79
1053.144,,1111.652,,1146.7568,,36,,32.4,,,34.2,,,35.28,,,34121.8656,,,36017.5248,,,37154.92032,,,1076.5472
659.421,,696.0555,,718.0362,,13,,11.7,,,12.35,,,12.74,,,7715.2257,,,8143.84935,,,8401.02354,,,674.0748
1518.75,,1603.125,,1653.75,,6,,5.4,,,5.7,,,5.88,,,8201.25,,,8656.875,,,8930.25,,,1552.5
1294.884,,1366.822,,1409.9848,,14,,12.6,,,13.3,,,13.72,,,16315.5384,,,17221.9572,,,17765.80848,,,1323.6592
2643.813,,2790.6915,,2878.8186,,37,,33.3,,,35.15,,,36.26,,,88038.9729,,,92930.02695,,,95864.65938,,,2702.5644
598.563,,631.8165,,651.7686,,48,,43.2,,,45.6,,,47.04,,,25857.9216,,,27294.4728,,,28156.40352,,,611.8644
3791.295,,4001.9225,,4128.299,,15,,13.5,,,14.25,,,14.7,,,51182.4825,,,54025.95375,,,55732.0365,,,3875.546
4177.269,,4409.3395,,4548.5818,,47,,42.3,,,44.65,,,46.06,,,176698.4787,,,186515.0609,,,192405.0101,,,4270.0972
3504.24,,3698.92,,3815.728,,4,,3.6,,,3.8,,,3.92,,,12615.264,,,13316.112,,,13736.6208,,,3582.112
2701.404,,2851.482,,2941.5288,,40,,36,,,38,,,39.2,,,97250.544,,,102653.352,,,105895.0368,,,2761.4352
4169.79,,4401.445,,4540.438,,16,,14.4,,,15.2,,,15.68,,,60044.976,,,63380.808,,,65382.3072,,,4262.452
3458.295,,3650.4225,,3765.699,,28,,25.2,,,26.6,,,27.44,,,87149.034,,,91990.647,,,94895.6148,,,3535.146
150.408,,158.764,,163.7776,,16,,14.4,,,15.2,,,15.68,,,2165.8752,,,2286.2016,,,2358.39744,,,153.7504
2184.291,,2305.6405,,2378.4502,,4,,3.6,,,3.8,,,3.92,,,7863.4476,,,8300.3058,,,8562.42072,,,2232.8308
4079.979,,4306.6445,,4442.6438,,45,,40.5,,,42.75,,,44.1,,,165239.1495,,,174419.1023,,,179927.0739,,,4170.6452
1802.655,,1902.8025,,1962.891,,26,,23.4,,,24.7,,,25.48,,,42182.127,,,44525.5785,,,45931.6494,,,1842.714
643.554,,679.307,,700.7588,,28,,25.2,,,26.6,,,27.44,,,16217.5608,,,17118.5364,,,17659.12176,,,657.8552
3704.742,,3910.561,,4034.0524,,32,,28.8,,,30.4,,,31.36,,,106696.5696,,,112624.1568,,,116180.7091,,,3787.0696
3679.119,,3883.5145,,4006.1518,,45,,40.5,,,42.75,,,44.1,,,149004.3195,,,157282.3373,,,162249.1479,,,3760.8772
1103.076,,1164.358,,1201.1272,,2,,1.8,,,1.9,,,1.96,,,1985.5368,,,2095.8444,,,2162.02896,,,1127.5888
2489.859,,2628.1845,,2711.1798,,31,,27.9,,,29.45,,,30.38,,,69467.0661,,,73326.34755,,,75641.91642,,,2545.1892
921.276,,972.458,,1003.1672,,3,,2.7,,,2.85,,,2.94,,,2487.4452,,,2625.6366,,,2708.55144,,,941.7488
3436.191,,3627.0905,,3741.6302,,8,,7.2,,,7.6,,,7.84,,,24740.5752,,,26115.0516,,,26939.73744,,,3512.5508
1701.918,,1796.469,,1853.1996,,24,,21.6,,,22.8,,,23.52,,,36761.4288,,,38803.7304,,,40029.11136,,,1739.7384
1539.855,,1625.4025,,1676.731,,15,,13.5,,,14.25,,,14.7,,,20788.0425,,,21942.93375,,,22635.8685,,,1574.074
4114.989,,4343.5995,,4480.7658,,43,,38.7,,,40.85,,,42.14,,,159250.0743,,,168097.3007,,,173405.6365,,,4206.4332
2252.484,,2377.622,,2452.7048,,31,,27.9,,,29.45,,,30.38,,,62844.3036,,,66335.6538,,,68430.46392,,,2302.5392
3357.387,,3543.9085,,3655.8214,,9,,8.1,,,8.55,,,8.82,,,27194.8347,,,28705.65885,,,29612.15334,,,3431.9956
2069.433,,2184.4015,,2253.3826,,39,,35.1,,,37.05,,,38.22,,,72637.0983,,,76672.49265,,,79093.72926,,,2115.4204
1681.488,,1774.904,,1830.9536,,45,,40.5,,,42.75,,,44.1,,,68100.264,,,71883.612,,,74153.6208,,,1718.8544
2929.977,,3092.7535,,3190.4194,,2,,1.8,,,1.9,,,1.96,,,5273.9586,,,5566.9563,,,5742.75492,,,2995.0876
1072.71,,1132.305,,1168.062,,8,,7.2,,,7.6,,,7.84,,,7723.512,,,8152.596,,,8410.0464,,,1096.548
2154.78,,2274.49,,2346.316,,7,,6.3,,,6.65,,,6.86,,,13575.114,,,14329.287,,,14781.7908,,,2202.664
1278.81,,1349.855,,1392.482,,44,,39.6,,,41.8,,,43.12,,,50640.876,,,53454.258,,,55142.2872,,,1307.228
3371.4,,3558.7,,3671.08,,39,,35.1,,,37.05,,,38.22,,,118336.14,,,124910.37,,,128854.908,,,3446.32
4667.571,,4926.8805,,5082.4662,,42,,37.8,,,39.9,,,41.16,,,176434.1838,,,186236.0829,,,192117.2224,,,4771.2948
4495.995,,4745.7725,,4895.639,,16,,14.4,,,15.2,,,15.68,,,64742.328,,,68339.124,,,70497.2016,,,4595.906
2381.877,,2514.2035,,2593.5994,,35,,31.5,,,33.25,,,34.3,,,75029.1255,,,79197.41025,,,81698.3811,,,2434.8076
1570.968,,1658.244,,1710.6096,,30,,27,,,28.5,,,29.4,,,42416.136,,,44772.588,,,46186.4592,,,1605.8784
2054.007,,2168.1185,,2236.5854,,10,,9,,,9.5,,,9.8,,,18486.063,,,19513.0665,,,20129.2686,,,2099.6516
4027.059,,4250.7845,,4385.0198,,38,,34.2,,,36.1,,,37.24,,,137725.4178,,,145376.8299,,,149967.6772,,,4116.5492
1062.036,,1121.038,,1156.4392,,18,,16.2,,,17.1,,,17.64,,,17204.9832,,,18160.8156,,,18734.31504,,,1085.6368
4545.414,,4797.937,,4949.4508,,5,,4.5,,,4.75,,,4.9,,,20454.363,,,21590.7165,,,22272.5286,,,4646.4232
1863.468,,1966.994,,2029.1096,,29,,26.1,,,27.55,,,28.42,,,48636.5148,,,51338.5434,,,52959.76056,,,1904.8784
4579.218,,4833.619,,4986.2596,,39,,35.1,,,37.05,,,38.22,,,160730.5518,,,169660.0269,,,175017.712,,,4680.9784
3992.85,,4214.675,,4347.77,,34,,30.6,,,32.3,,,33.32,,,122181.21,,,128969.055,,,133041.762,,,4081.58
3779.37,,3989.335,,4115.314,,43,,38.7,,,40.85,,,42.14,,,146261.619,,,154387.2645,,,159262.6518,,,3863.356
1633.167,,1723.8985,,1778.3374,,45,,40.5,,,42.75,,,44.1,,,66143.2635,,,69817.88925,,,72022.6647,,,1669.4596
163.458,,172.539,,177.9876,,23,,20.7,,,21.85,,,22.54,,,3383.5806,,,3571.5573,,,3684.34332,,,167.0904
2146.932,,2266.206,,2337.7704,,5,,4.5,,,4.75,,,4.9,,,9661.194,,,10197.927,,,10519.9668,,,2194.6416
1402.983,,1480.9265,,1527.6926,,30,,27,,,28.5,,,29.4,,,37880.541,,,39985.0155,,,41247.7002,,,1434.1604
609.75,,643.625,,663.95,,6,,5.4,,,5.7,,,5.88,,,3292.65,,,3475.575,,,3585.33,,,623.3
2557.512,,2699.596,,2784.8464,,46,,41.4,,,43.7,,,45.08,,,105880.9968,,,111763.2744,,,115292.641,,,2614.3456
1995.759,,2106.6345,,2173.1598,,44,,39.6,,,41.8,,,43.12,,,79032.0564,,,83422.7262,,,86057.12808,,,2040.1092
3199.815,,3377.5825,,3484.243,,4,,3.6,,,3.8,,,3.92,,,11519.334,,,12159.297,,,12543.2748,,,3270.922
3045.303,,3214.4865,,3315.9966,,29,,26.1,,,27.55,,,28.42,,,79482.4083,,,83898.09765,,,86547.51126,,,3112.9764
812.034,,857.147,,884.2148,,23,,20.7,,,21.85,,,22.54,,,16809.1038,,,17742.9429,,,18303.24636,,,830.0792
4454.955,,4702.4525,,4850.951,,6,,5.4,,,5.7,,,5.88,,,24056.757,,,25393.2435,,,26195.1354,,,4553.954
1058.553,,1117.3615,,1152.6466,,32,,28.8,,,30.4,,,31.36,,,30486.3264,,,32180.0112,,,33196.22208,,,1082.0764
2144.007,,2263.1185,,2334.5854,,42,,37.8,,,39.9,,,41.16,,,81043.4646,,,85545.8793,,,88247.32812,,,2191.6516
2235.483,,2359.6765,,2434.1926,,18,,16.2,,,17.1,,,17.64,,,36214.8246,,,38226.7593,,,39433.92012,,,2285.1604
3834.999,,4048.0545,,4175.8878,,15,,13.5,,,14.25,,,14.7,,,51772.4865,,,54648.73575,,,56374.4853,,,3920.2212
535.68,,565.44,,583.296,,40,,36,,,38,,,39.2,,,19284.48,,,20355.84,,,20998.656,,,547.584
2076.876,,2192.258,,2261.4872,,32,,28.8,,,30.4,,,31.36,,,59814.0288,,,63137.0304,,,65130.83136,,,2123.0288
2894.778,,3055.599,,3152.0916,,9,,8.1,,,8.55,,,8.82,,,23447.7018,,,24750.3519,,,25531.94196,,,2959.1064
1057.032,,1115.756,,1150.9904,,37,,33.3,,,35.15,,,36.26,,,35199.1656,,,37154.6748,,,38327.98032,,,1080.5216
2937.141,,3100.3155,,3198.2202,,10,,9,,,9.5,,,9.8,,,26434.269,,,27902.8395,,,28783.9818,,,3002.4108
4609.863,,4865.9665,,5019.6286,,20,,18,,,19,,,19.6,,,82977.534,,,87587.397,,,90353.3148,,,4712.3044
4498.902,,4748.841,,4898.8044,,6,,5.4,,,5.7,,,5.88,,,24294.0708,,,25643.7414,,,26453.54376,,,4598.8776
480.222,,506.901,,522.9084,,48,,43.2,,,45.6,,,47.04,,,20745.5904,,,21898.1232,,,22589.64288,,,490.8936
1165.833,,1230.6015,,1269.4626,,3,,2.7,,,2.85,,,2.94,,,3147.7491,,,3322.62405,,,3427.54902,,,1191.7404
1842.417,,1944.7735,,2006.1874,,42,,37.8,,,39.9,,,41.16,,,69643.3626,,,73512.4383,,,75833.88372,,,1883.3596
1873.395,,1977.4725,,2039.919,,11,,9.9,,,10.45,,,10.78,,,18546.6105,,,19576.97775,,,20195.1981,,,1915.026
1554.435,,1640.7925,,1692.607,,43,,38.7,,,40.85,,,42.14,,,60156.6345,,,63498.66975,,,65503.8909,,,1588.978
1229.958,,1298.289,,1339.2876,,17,,15.3,,,16.15,,,16.66,,,18818.3574,,,19863.8217,,,20491.10028,,,1257.2904
4307.094,,4546.377,,4689.9468,,32,,28.8,,,30.4,,,31.36,,,124044.3072,,,130935.6576,,,135070.4678,,,4402.8072
4540.266,,4792.503,,4943.8452,,4,,3.6,,,3.8,,,3.92,,,16344.9576,,,17253.0108,,,17797.84272,,,4641.1608
